awardYear,dateAwarded,prizeAmount,prizeAmountAdjusted,category.en,categoryFullName.en,winner_id,winner_link,id,given_name,family_name,full_name,gender,birth_date,birth_place_city,birth_place_country,city_now,country_now,continent
2004,2004-10-07,10000000,13324969,Literature,The Nobel Prize in Literature,782,https://api.nobelprize.org/2/laureate/782,782,Elfriede,Jelinek,Elfriede Jelinek,female,1946-10-20,Mürzzuschlag,Austria,Mürzzuschlag,Austria,Europe
2004,2004-10-08,10000000,13324969,Peace,The Nobel Peace Prize,783,https://api.nobelprize.org/2/laureate/783,783,Wangari,Maathai,Wangari Muta Maathai,female,1940-04-01,Nyeri,Kenya,Nyeri,Kenya,Africa
2004,2004-10-05,10000000,13324969,Physics,The Nobel Prize in Physics,776,https://api.nobelprize.org/2/laureate/776,776,David J.,Gross,David J. Gross,male,1941-02-19,"Washington, D.C.",USA,"Washington, D.C.",USA,North America
2004,2004-10-05,10000000,13324969,Physics,The Nobel Prize in Physics,777,https://api.nobelprize.org/2/laureate/777,777,H. David,Politzer,H. David Politzer,male,1949-08-31,"New York, NY",USA,"New York, NY",USA,North America
2004,2004-10-05,10000000,13324969,Physics,The Nobel Prize in Physics,778,https://api.nobelprize.org/2/laureate/778,778,Frank,Wilczek,Frank Wilczek,male,1951-05-15,"New York, NY",USA,"New York, NY",USA,North America
2004,2004-10-04,10000000,13324969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,774,https://api.nobelprize.org/2/laureate/774,774,Richard,Axel,Richard Axel,male,1946-07-02,"New York, NY",USA,"New York, NY",USA,North America
2004,2004-10-04,10000000,13324969,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,775,https://api.nobelprize.org/2/laureate/775,775,Linda B.,Buck,Linda B. Buck,female,1947-01-29,"Seattle, WA",USA,"Seattle, WA",USA,North America
2005,2005-10-05,10000000,13266708,Chemistry,The Nobel Prize in Chemistry,794,https://api.nobelprize.org/2/laureate/794,794,Yves,Chauvin,Yves Chauvin,male,1930-10-10,Menin,Belgium,Menin,Belgium,Europe
2005,2005-10-05,10000000,13266708,Chemistry,The Nobel Prize in Chemistry,795,https://api.nobelprize.org/2/laureate/795,795,Robert H.,Grubbs,Robert H. Grubbs,male,1942-02-27,"Possum Trot, KY",USA,"Possum Trot, KY",USA,North America
2005,2005-10-05,10000000,13266708,Chemistry,The Nobel Prize in Chemistry,796,https://api.nobelprize.org/2/laureate/796,796,Richard R.,Schrock,Richard R. Schrock,male,1945-01-04,"Berne, IN",USA,"Berne, IN",USA,North America
2005,2005-10-10,10000000,13266708,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,799,https://api.nobelprize.org/2/laureate/799,799,Robert J.,Aumann,Robert J. Aumann,male,1930-06-08,Frankfurt-on-the-Main,Germany,Frankfurt-on-the-Main,Germany,Europe
2005,2005-10-10,10000000,13266708,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,800,https://api.nobelprize.org/2/laureate/800,800,Thomas C.,Schelling,Thomas C. Schelling,male,1921-04-14,"Oakland, CA",USA,"Oakland, CA",USA,North America
2005,2005-10-13,10000000,13266708,Literature,The Nobel Prize in Literature,801,https://api.nobelprize.org/2/laureate/801,801,Harold,Pinter,Harold Pinter,male,1930-10-10,London,United Kingdom,London,United Kingdom,Europe
2005,2005-10-07,10000000,13266708,Peace,The Nobel Peace Prize,797,https://api.nobelprize.org/2/laureate/797,797,International Atomic Energy Agency,International Atomic Energy Agency,International Atomic Energy Agency,,,,,,,
2005,2005-10-07,10000000,13266708,Peace,The Nobel Peace Prize,798,https://api.nobelprize.org/2/laureate/798,798,Mohamed,ElBaradei,Mohamed ElBaradei,male,1942-06-17,Cairo,Egypt,Cairo,Egypt,Africa
2005,2005-10-04,10000000,13266708,Physics,The Nobel Prize in Physics,791,https://api.nobelprize.org/2/laureate/791,791,Roy J.,Glauber,Roy J. Glauber,male,1925-09-01,"New York, NY",USA,"New York, NY",USA,North America
2005,2005-10-04,10000000,13266708,Physics,The Nobel Prize in Physics,792,https://api.nobelprize.org/2/laureate/792,792,John L.,Hall,John L. Hall,male,1934-08-21,"Denver, CO",USA,"Denver, CO",USA,North America
2005,2005-10-04,10000000,13266708,Physics,The Nobel Prize in Physics,793,https://api.nobelprize.org/2/laureate/793,793,Theodor W.,Hänsch,Theodor W. Hänsch,male,1941-10-30,Heidelberg,Germany,Heidelberg,Germany,Europe
2005,2005-10-03,10000000,13266708,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,789,https://api.nobelprize.org/2/laureate/789,789,Barry J.,Marshall,Barry J. Marshall,male,1951-09-30,Kalgoorlie,Australia,Kalgoorlie,Australia,Oceania
2005,2005-10-03,10000000,13266708,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,790,https://api.nobelprize.org/2/laureate/790,790,J. Robin,Warren,J. Robin Warren,male,1937-06-11,Adelaide,Australia,Adelaide,Australia,Oceania
2006,2006-10-04,10000000,13086876,Chemistry,The Nobel Prize in Chemistry,806,https://api.nobelprize.org/2/laureate/806,806,Roger D.,Kornberg,Roger D. Kornberg,male,1947-04-24,"St. Louis, MO",USA,"St. Louis, MO",USA,North America
2006,2006-10-09,10000000,13086876,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,807,https://api.nobelprize.org/2/laureate/807,807,Edmund S.,Phelps,Edmund S. Phelps,male,1933-07-26,"Evanston, IL",USA,"Evanston, IL",USA,North America
2006,2006-10-12,10000000,13086876,Literature,The Nobel Prize in Literature,808,https://api.nobelprize.org/2/laureate/808,808,Orhan,Pamuk,Orhan Pamuk,male,1952-06-07,Istanbul,Turkey,Istanbul,Turkey,Asia
2006,2006-10-13,10000000,13086876,Peace,The Nobel Peace Prize,809,https://api.nobelprize.org/2/laureate/809,809,Muhammad,Yunus,Muhammad Yunus,male,1940-06-28,Chittagong,British India,Chittagong,Bangladesh,Asia
2006,2006-10-13,10000000,13086876,Peace,The Nobel Peace Prize,810,https://api.nobelprize.org/2/laureate/810,810,Grameen Bank,Grameen Bank,Grameen Bank,,,,,,,
2006,2006-10-03,10000000,13086876,Physics,The Nobel Prize in Physics,804,https://api.nobelprize.org/2/laureate/804,804,John C.,Mather,John C. Mather,male,1946-08-07,"Roanoke, VA",USA,"Roanoke, VA",USA,North America
2006,2006-10-03,10000000,13086876,Physics,The Nobel Prize in Physics,805,https://api.nobelprize.org/2/laureate/805,805,George F.,Smoot,George F. Smoot,male,1945-02-20,"Yukon, FL",USA,"Yukon, FL",USA,North America
2006,2006-10-02,10000000,13086876,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,802,https://api.nobelprize.org/2/laureate/802,802,Andrew Z.,Fire,Andrew Z. Fire,male,1959-04-27,"Stanford, CA",USA,"Stanford, CA",USA,North America
2006,2006-10-02,10000000,13086876,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,803,https://api.nobelprize.org/2/laureate/803,803,Craig C.,Mello,Craig C. Mello,male,1960-10-18,"New Haven, CT",USA,"New Haven, CT",USA,North America
2007,2007-10-10,10000000,12802893,Chemistry,The Nobel Prize in Chemistry,816,https://api.nobelprize.org/2/laureate/816,816,Gerhard,Ertl,Gerhard Ertl,male,1936-10-10,Bad Cannstatt,Germany,Bad Cannstatt,Germany,Europe
2007,2007-10-15,10000000,12802893,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,820,https://api.nobelprize.org/2/laureate/820,820,Leonid,Hurwicz,Leonid Hurwicz,male,1917-08-21,Moscow,Russia,Moscow,Russia,Europe
2007,2007-10-15,10000000,12802893,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,821,https://api.nobelprize.org/2/laureate/821,821,Eric S.,Maskin,Eric S. Maskin,male,1950-12-12,"New York, NY",USA,"New York, NY",USA,North America
2007,2007-10-15,10000000,12802893,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,822,https://api.nobelprize.org/2/laureate/822,822,Roger B.,Myerson,Roger B. Myerson,male,1951-03-29,"Boston, MA",USA,"Boston, MA",USA,North America
2007,2007-10-11,10000000,12802893,Literature,The Nobel Prize in Literature,817,https://api.nobelprize.org/2/laureate/817,817,Doris,Lessing,Doris Lessing,female,1919-10-22,Kermanshah,Persia,Kermanshah,Iran,Asia
2007,2007-10-12,10000000,12802893,Peace,The Nobel Peace Prize,818,https://api.nobelprize.org/2/laureate/818,818,Intergovernmental Panel on Climate Change,Intergovernmental Panel on Climate Change,Intergovernmental Panel on Climate Change,,,,,,,
2007,2007-10-12,10000000,12802893,Peace,The Nobel Peace Prize,819,https://api.nobelprize.org/2/laureate/819,819,Al,Gore,Albert Arnold (Al) Gore  Jr.,male,1948-03-31,"Washington, D.C.",USA,"Washington, D.C.",USA,North America
2007,2007-10-09,10000000,12802893,Physics,The Nobel Prize in Physics,814,https://api.nobelprize.org/2/laureate/814,814,Albert,Fert,Albert Fert,male,1938-03-07,Carcassonne,France,Carcassonne,France,Europe
2007,2007-10-09,10000000,12802893,Physics,The Nobel Prize in Physics,815,https://api.nobelprize.org/2/laureate/815,815,Peter,Grünberg,Peter Grünberg,male,1939-05-18,Plzen,Czechoslovakia,Plzen,Czech Republic,Europe
2007,2007-10-08,10000000,12802893,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,811,https://api.nobelprize.org/2/laureate/811,811,Mario R.,Capecchi,Mario R. Capecchi,male,1937-10-06,Verona,Italy,Verona,Italy,Europe
2007,2007-10-08,10000000,12802893,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,812,https://api.nobelprize.org/2/laureate/812,812,Sir Martin J.,Evans,Sir Martin J. Evans,male,1941-01-01,Stroud,United Kingdom,Stroud,United Kingdom,Europe
2007,2007-10-08,10000000,12802893,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,813,https://api.nobelprize.org/2/laureate/813,813,Oliver,Smithies,Oliver Smithies,male,1925-06-23,Halifax,United Kingdom,Halifax,United Kingdom,Europe
2008,2008-10-08,10000000,12377622,Chemistry,The Nobel Prize in Chemistry,829,https://api.nobelprize.org/2/laureate/829,829,Osamu,Shimomura,Osamu Shimomura,male,1928-08-27,Kyoto,Japan,Kyoto,Japan,Asia
2008,2008-10-08,10000000,12377622,Chemistry,The Nobel Prize in Chemistry,830,https://api.nobelprize.org/2/laureate/830,830,Martin,Chalfie,Martin Chalfie,male,1947-01-15,"Chicago, IL",USA,"Chicago, IL",USA,North America
2008,2008-10-08,10000000,12377622,Chemistry,The Nobel Prize in Chemistry,831,https://api.nobelprize.org/2/laureate/831,831,Roger Y.,Tsien,Roger Y. Tsien,male,1952-02-01,"New York, NY",USA,"New York, NY",USA,North America
2008,2008-10-13,10000000,12377622,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,834,https://api.nobelprize.org/2/laureate/834,834,Paul,Krugman,Paul Krugman,male,1953-02-28,"New York, NY",USA,"New York, NY",USA,North America
2008,2008-10-09,10000000,12377622,Literature,The Nobel Prize in Literature,832,https://api.nobelprize.org/2/laureate/832,832,Jean-Marie Gustave,Le Clézio,Jean-Marie Gustave Le Clézio,male,1940-04-13,Nice,France,Nice,France,Europe
2008,2008-10-10,10000000,12377622,Peace,The Nobel Peace Prize,833,https://api.nobelprize.org/2/laureate/833,833,Martti,Ahtisaari,Martti Ahtisaari,male,1937-06-23,Viipuri,Finland,Vyborg,Finland,Europe
2008,2008-10-07,10000000,12377622,Physics,The Nobel Prize in Physics,826,https://api.nobelprize.org/2/laureate/826,826,Yoichiro,Nambu,Yoichiro Nambu,male,1921-01-18,Tokyo,Japan,Tokyo,Japan,Asia
2008,2008-10-07,10000000,12377622,Physics,The Nobel Prize in Physics,827,https://api.nobelprize.org/2/laureate/827,827,Makoto,Kobayashi,Makoto Kobayashi,male,1944-04-07,Nagoya,Japan,Nagoya,Japan,Asia
2008,2008-10-07,10000000,12377622,Physics,The Nobel Prize in Physics,828,https://api.nobelprize.org/2/laureate/828,828,Toshihide,Maskawa,Toshihide Maskawa,male,1940-02-07,Nagoya,Japan,Nagoya,Japan,Asia
2008,2008-10-06,10000000,12377622,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,823,https://api.nobelprize.org/2/laureate/823,823,Harald,zur Hausen,Harald zur Hausen,male,1936-03-11,Gelsenkirchen,Germany,Gelsenkirchen,Germany,Europe
2008,2008-10-06,10000000,12377622,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,824,https://api.nobelprize.org/2/laureate/824,824,Françoise,Barré-Sinoussi,Françoise Barré-Sinoussi,female,1947-07-30,Paris,France,Paris,France,Europe
2008,2008-10-06,10000000,12377622,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,825,https://api.nobelprize.org/2/laureate/825,825,Luc,Montagnier,Luc Montagnier,male,1932-08-18,Chabris,France,Chabris,France,Europe
2009,2009-10-07,10000000,12413793,Chemistry,The Nobel Prize in Chemistry,841,https://api.nobelprize.org/2/laureate/841,841,Venkatraman,Ramakrishnan,Venkatraman Ramakrishnan,male,1952-00-00,"Chidambaram, Tamil Nadu",India,"Chidambaram, Tamil Nadu",India,Asia
2009,2009-10-07,10000000,12413793,Chemistry,The Nobel Prize in Chemistry,842,https://api.nobelprize.org/2/laureate/842,842,Thomas A.,Steitz,Thomas A. Steitz,male,1940-08-23,"Milwaukee, WI",USA,"Milwaukee, WI",USA,North America
2009,2009-10-07,10000000,12413793,Chemistry,The Nobel Prize in Chemistry,843,https://api.nobelprize.org/2/laureate/843,843,Ada E.,Yonath,Ada E. Yonath,female,1939-06-22,Jerusalem,British Mandate of Palestine,Jerusalem,Israel,Asia
2009,2009-10-12,10000000,12413793,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,846,https://api.nobelprize.org/2/laureate/846,846,Elinor,Ostrom,Elinor Ostrom,female,1933-08-07,"Los Angeles, CA",USA,"Los Angeles, CA",USA,North America
2009,2009-10-12,10000000,12413793,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,847,https://api.nobelprize.org/2/laureate/847,847,Oliver E.,Williamson,Oliver E. Williamson,male,1932-09-27,"Superior, WI",USA,"Superior, WI",USA,North America
2009,2009-10-08,10000000,12413793,Literature,The Nobel Prize in Literature,844,https://api.nobelprize.org/2/laureate/844,844,Herta,Müller,Herta Müller,female,1953-08-17,"Nitzkydorf, Banat",Romania,"Nitzkydorf, Banat",Romania,Europe
2009,2009-10-09,10000000,12413793,Peace,The Nobel Peace Prize,845,https://api.nobelprize.org/2/laureate/845,845,Barack,Obama,Barack Hussein Obama,male,1961-08-04,"Honolulu, HI",USA,"Honolulu, HI",USA,North America
2009,2009-10-06,10000000,12413793,Physics,The Nobel Prize in Physics,838,https://api.nobelprize.org/2/laureate/838,838,Charles K.,Kao,Charles Kuen Kao,male,1933-11-04,Shanghai,China,Shanghai,China,Asia
2009,2009-10-06,10000000,12413793,Physics,The Nobel Prize in Physics,839,https://api.nobelprize.org/2/laureate/839,839,Willard S.,Boyle,Willard S. Boyle,male,1924-08-19,"Amherst, NS",Canada,"Amherst, NS",Canada,North America
2009,2009-10-06,10000000,12413793,Physics,The Nobel Prize in Physics,840,https://api.nobelprize.org/2/laureate/840,840,George E.,Smith,George E. Smith,male,1930-05-10,"White Plains, NY",USA,"White Plains, NY",USA,North America
2009,2009-10-05,10000000,12413793,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,835,https://api.nobelprize.org/2/laureate/835,835,Elizabeth H.,Blackburn,Elizabeth H. Blackburn,female,1948-11-26,"Hobart, Tasmania",Australia,"Hobart, Tasmania",Australia,Oceania
2009,2009-10-05,10000000,12413793,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,836,https://api.nobelprize.org/2/laureate/836,836,Carol W.,Greider,Carol W. Greider,female,1961-04-15,"San Diego, CA",USA,"San Diego, CA",USA,North America
2009,2009-10-05,10000000,12413793,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,837,https://api.nobelprize.org/2/laureate/837,837,Jack W.,Szostak,Jack W. Szostak,male,1952-11-09,London,United Kingdom,London,United Kingdom,Europe
2010,2010-10-06,10000000,12256203,Chemistry,The Nobel Prize in Chemistry,851,https://api.nobelprize.org/2/laureate/851,851,Richard F.,Heck,Richard F. Heck,male,1931-08-15,"Springfield, MA",USA,"Springfield, MA",USA,North America
2010,2010-10-06,10000000,12256203,Chemistry,The Nobel Prize in Chemistry,852,https://api.nobelprize.org/2/laureate/852,852,Ei-ichi,Negishi,Ei-ichi Negishi,male,1935-07-14,Changchun,China,Changchun,China,Asia
2010,2010-10-06,10000000,12256203,Chemistry,The Nobel Prize in Chemistry,853,https://api.nobelprize.org/2/laureate/853,853,Akira,Suzuki,Akira Suzuki,male,1930-09-12,Mukawa,Japan,Mukawa,Japan,Asia
2010,2010-10-11,10000000,12256203,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,856,https://api.nobelprize.org/2/laureate/856,856,Peter A.,Diamond,Peter A. Diamond,male,1940-04-29,"New York, NY",USA,"New York, NY",USA,North America
2010,2010-10-11,10000000,12256203,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,857,https://api.nobelprize.org/2/laureate/857,857,Dale T.,Mortensen,Dale T. Mortensen,male,1939-02-02,"Enterprise, OR",USA,"Enterprise, OR",USA,North America
2010,2010-10-11,10000000,12256203,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,858,https://api.nobelprize.org/2/laureate/858,858,Christopher A.,Pissarides,Christopher A. Pissarides,male,1948-02-20,Nicosia,Cyprus,Nicosia,Cyprus,Europe
2010,2010-10-07,10000000,12256203,Literature,The Nobel Prize in Literature,854,https://api.nobelprize.org/2/laureate/854,854,Mario,Vargas Llosa,Mario Vargas Llosa,male,1936-03-28,Arequipa,Peru,Arequipa,Peru,South America
2010,2010-10-08,10000000,12256203,Peace,The Nobel Peace Prize,855,https://api.nobelprize.org/2/laureate/855,855,Xiaobo,Liu,Liu Xiaobo,male,1955-12-28,Changchun,China,Changchun,China,Asia
2010,2010-10-05,10000000,12256203,Physics,The Nobel Prize in Physics,849,https://api.nobelprize.org/2/laureate/849,849,Andre,Geim,Andre Geim,male,1958-10-21,Sochi,Russia,Sochi,Russia,Europe
2010,2010-10-05,10000000,12256203,Physics,The Nobel Prize in Physics,850,https://api.nobelprize.org/2/laureate/850,850,Konstantin,Novoselov,Konstantin Novoselov,male,1974-08-23,Nizhny Tagil,Russia,Nizhny Tagil,Russia,Europe
2010,2010-10-04,10000000,12256203,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,848,https://api.nobelprize.org/2/laureate/848,848,Robert G.,Edwards,Robert G. Edwards,male,1925-09-27,Batley,United Kingdom,Batley,United Kingdom,Europe
2011,2011-10-05,10000000,11946007,Chemistry,The Nobel Prize in Chemistry,867,https://api.nobelprize.org/2/laureate/867,867,Dan,Shechtman,Dan Shechtman,male,1941-01-24,Tel Aviv,British Mandate of Palestine,Tel Aviv,Israel,Asia
2011,2011-10-10,10000000,11946007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,872,https://api.nobelprize.org/2/laureate/872,872,Thomas J.,Sargent,Thomas J. Sargent,male,1943-07-19,"Pasadena, CA",USA,"Pasadena, CA",USA,North America
2011,2011-10-10,10000000,11946007,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,873,https://api.nobelprize.org/2/laureate/873,873,Christopher A.,Sims,Christopher A. Sims,male,1942-10-21,"Washington, D.C.",USA,"Washington, D.C.",USA,North America
2011,2011-10-06,10000000,11946007,Literature,The Nobel Prize in Literature,868,https://api.nobelprize.org/2/laureate/868,868,Tomas,Tranströmer,Tomas Tranströmer,male,1931-04-15,Stockholm,Sweden,Stockholm,Sweden,Europe
2011,2011-10-07,10000000,11946007,Peace,The Nobel Peace Prize,869,https://api.nobelprize.org/2/laureate/869,869,Ellen,Johnson Sirleaf,Ellen Johnson Sirleaf,female,1938-10-29,Monrovia,Liberia,Monrovia,Liberia,Africa
2011,2011-10-07,10000000,11946007,Peace,The Nobel Peace Prize,870,https://api.nobelprize.org/2/laureate/870,870,Leymah,Gbowee,Leymah Gbowee,female,1972-02-01,Monrovia,Liberia,Monrovia,Liberia,Africa
2011,2011-10-07,10000000,11946007,Peace,The Nobel Peace Prize,871,https://api.nobelprize.org/2/laureate/871,871,Tawakkol,Karman,Tawakkol Karman,female,1979-02-07,Ta'izz,Yemen,Ta'izz,Yemen,Asia
2011,2011-10-04,10000000,11946007,Physics,The Nobel Prize in Physics,864,https://api.nobelprize.org/2/laureate/864,864,Saul,Perlmutter,Saul Perlmutter,male,1959-00-00,"Champaign-Urbana, IL",USA,"Champaign-Urbana, IL",USA,North America
2011,2011-10-04,10000000,11946007,Physics,The Nobel Prize in Physics,865,https://api.nobelprize.org/2/laureate/865,865,Brian P.,Schmidt,Brian P. Schmidt,male,1967-02-24,"Missoula, MT",USA,"Missoula, MT",USA,North America
2011,2011-10-04,10000000,11946007,Physics,The Nobel Prize in Physics,866,https://api.nobelprize.org/2/laureate/866,866,Adam G.,Riess,Adam G. Riess,male,1969-12-16,"Washington, D.C.",USA,"Washington, D.C.",USA,North America
2011,2011-10-03,10000000,11946007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,861,https://api.nobelprize.org/2/laureate/861,861,Bruce A.,Beutler,Bruce A. Beutler,male,1957-12-29,"Chicago, IL",USA,"Chicago, IL",USA,North America
2011,2011-10-03,10000000,11946007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,862,https://api.nobelprize.org/2/laureate/862,862,Jules A.,Hoffmann,Jules A. Hoffmann,male,1941-08-02,Echternach,Luxembourg,Echternach,Luxembourg,Europe
2011,2011-10-03,10000000,11946007,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,863,https://api.nobelprize.org/2/laureate/863,863,Ralph M.,Steinman,Ralph M. Steinman,male,1943-01-14,Montreal,Canada,Montreal,Canada,North America
2012,2012-10-10,8000000,9471572,Chemistry,The Nobel Prize in Chemistry,878,https://api.nobelprize.org/2/laureate/878,878,Robert J.,Lefkowitz,Robert J. Lefkowitz,male,1943-04-15,"New York, NY",USA,"New York, NY",USA,North America
2012,2012-10-10,8000000,9471572,Chemistry,The Nobel Prize in Chemistry,879,https://api.nobelprize.org/2/laureate/879,879,Brian,Kobilka,Brian K. Kobilka,male,1955-05-30,"Little Falls, MN",USA,"Little Falls, MN",USA,North America
2012,2012-10-15,8000000,9471572,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,882,https://api.nobelprize.org/2/laureate/882,882,Alvin E.,Roth,Alvin E. Roth,male,1951-12-18,"New York, NY",USA,"New York, NY",USA,North America
2012,2012-10-15,8000000,9471572,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,883,https://api.nobelprize.org/2/laureate/883,883,Lloyd S.,Shapley,Lloyd S. Shapley,male,1923-06-02,"Cambridge, MA",USA,"Cambridge, MA",USA,North America
2012,2012-10-11,8000000,9471572,Literature,The Nobel Prize in Literature,880,https://api.nobelprize.org/2/laureate/880,880,Mo,Yan,Mo Yan,male,1956-03-25,Gaomi,China,Gaomi,China,Asia
2012,2012-10-12,8000000,9471572,Peace,The Nobel Peace Prize,881,https://api.nobelprize.org/2/laureate/881,881,European Union,European Union,European Union,,,,,,,
2012,2012-10-09,8000000,9471572,Physics,The Nobel Prize in Physics,876,https://api.nobelprize.org/2/laureate/876,876,Serge,Haroche,Serge Haroche,male,1944-09-11,Casablanca,Morocco,Casablanca,Morocco,Africa
2012,2012-10-09,8000000,9471572,Physics,The Nobel Prize in Physics,877,https://api.nobelprize.org/2/laureate/877,877,David J.,Wineland,David J. Wineland,male,1944-02-24,"Milwaukee, WI",USA,"Milwaukee, WI",USA,North America
2012,2012-10-08,8000000,9471572,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,874,https://api.nobelprize.org/2/laureate/874,874,Sir John B.,Gurdon,Sir John B. Gurdon,male,1933-10-02,Dippenhall,United Kingdom,Dippenhall,United Kingdom,Europe
2012,2012-10-08,8000000,9471572,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,875,https://api.nobelprize.org/2/laureate/875,875,Shinya,Yamanaka,Shinya Yamanaka,male,1962-09-04,Osaka,Japan,Osaka,Japan,Asia
2013,2013-10-09,8000000,9476854,Chemistry,The Nobel Prize in Chemistry,889,https://api.nobelprize.org/2/laureate/889,889,Martin,Karplus,Martin Karplus,male,1930-03-15,Vienna,Austria,Vienna,Austria,Europe
2013,2013-10-09,8000000,9476854,Chemistry,The Nobel Prize in Chemistry,890,https://api.nobelprize.org/2/laureate/890,890,Michael,Levitt,Michael Levitt,male,1947-05-09,Pretoria,South Africa,Pretoria,South Africa,Africa
2013,2013-10-09,8000000,9476854,Chemistry,The Nobel Prize in Chemistry,891,https://api.nobelprize.org/2/laureate/891,891,Arieh,Warshel,Arieh Warshel,male,1940-11-20,Kibbutz Sde-Nahum,British Mandate of Palestine,Kibbutz Sde-Nahum,Israel,Asia
2013,2013-10-14,8000000,9476854,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,894,https://api.nobelprize.org/2/laureate/894,894,Eugene F.,Fama,Eugene F. Fama,male,1939-02-14,"Boston, MA",USA,"Boston, MA",USA,North America
2013,2013-10-14,8000000,9476854,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,895,https://api.nobelprize.org/2/laureate/895,895,Lars Peter,Hansen,Lars Peter Hansen,male,1952-10-26,"Urbana, IL",USA,"Urbana, IL",USA,North America
2013,2013-10-14,8000000,9476854,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,896,https://api.nobelprize.org/2/laureate/896,896,Robert J.,Shiller,Robert J. Shiller,male,1946-03-29,"Detroit, MI",USA,"Detroit, MI",USA,North America
2013,2013-10-10,8000000,9476854,Literature,The Nobel Prize in Literature,892,https://api.nobelprize.org/2/laureate/892,892,Alice,Munro,Alice Munro,female,1931-07-10,Wingham,Canada,Wingham,Canada,North America
2013,2013-10-11,8000000,9476854,Peace,The Nobel Peace Prize,893,https://api.nobelprize.org/2/laureate/893,893,Organisation for the Prohibition of Chemical Weapons,Organisation for the Prohibition of Chemical Weapons,Organisation for the Prohibition of Chemical Weapons,,,,,,,
2013,2013-10-08,8000000,9476854,Physics,The Nobel Prize in Physics,887,https://api.nobelprize.org/2/laureate/887,887,François,Englert,François Englert,male,1932-11-06,Etterbeek,Belgium,Etterbeek,Belgium,Europe
2013,2013-10-08,8000000,9476854,Physics,The Nobel Prize in Physics,888,https://api.nobelprize.org/2/laureate/888,888,Peter,Higgs,Peter W. Higgs,male,1929-05-29,Newcastle upon Tyne,United Kingdom,Newcastle upon Tyne,United Kingdom,Europe
2013,2013-10-07,8000000,9476854,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,884,https://api.nobelprize.org/2/laureate/884,884,James E.,Rothman,James E. Rothman,male,1950-11-03,"Haverhill, MA",USA,"Haverhill, MA",USA,North America
2013,2013-10-07,8000000,9476854,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,885,https://api.nobelprize.org/2/laureate/885,885,Randy W.,Schekman,Randy W. Schekman,male,1948-12-30,"St. Paul, MN",USA,"St. Paul, MN",USA,North America
